"","Province","Region","Product","SubProduct","Finance","Segment","Purpose","InstallmentType","Performa","Provision","ClassPercent","TotalAc","classification"
"2087","Punjab","3","sme","small enterprise","small finance a/c.","general traders","working capital","monthly","6","3","100","1","LOSS"
"2095","Punjab","3","sme","small enterprise","small finance a/c.","others","working capital","monthly","6","3","100","1","LOSS"
"2096","Punjab","3","sme","small enterprise","small finance a/c.","others","working capital","monthly","6","2","100","1","LOSS"
"2097","Punjab","3","sme","small enterprise","small finance a/c.","food & allied","working capital","monthly","6","2","100","1","LOSS"
"2098","Punjab","3","sme","small enterprise","cash finance a/c.","oil refinery","working capital","monthly","6","6","100","1","LOSS"
"2104","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2105","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2106","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2107","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2108","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2109","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2110","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2111","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2112","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2113","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2114","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2115","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2116","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2117","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2118","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2119","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2120","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2121","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2122","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2123","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2127","Punjab","3","sme","small enterprise","cash finance a/c.","chemicals/pharma","working capital","monthly","6","6","100","1","LOSS"
"2128","Punjab","3","sme","small enterprise","cash finance a/c.","mining & quarrying","working capital","monthly","6","7","100","1","LOSS"
"2129","Punjab","3","sme","small enterprise","small finance a/c.","shoes & leather products","working capital","monthly","6","3","100","1","LOSS"
"2130","Punjab","3","sme","small enterprise","small finance a/c.","automobile & transp. equi.","working capital","monthly","6","3","100","1","LOSS"
"2131","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","4","100","1","LOSS"
"2132","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2133","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","6","100","1","LOSS"
"2134","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","0","4","100","1","LOSS"
"2135","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2136","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2137","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","3","100","1","LOSS"
"2138","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","6","100","1","LOSS"
"2139","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2140","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2141","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2142","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2143","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","6","100","1","LOSS"
"2144","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","6","100","1","LOSS"
"2145","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","0","5","100","1","LOSS"
"2146","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","0","5","100","1","LOSS"
"2147","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","4","100","1","LOSS"
"2148","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","4","100","1","LOSS"
"2149","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2150","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","6","100","1","LOSS"
"2151","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","6","100","1","LOSS"
"2152","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","4","100","1","LOSS"
"2153","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","4","100","1","LOSS"
"2154","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2155","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2156","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","3","100","1","LOSS"
"2157","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2158","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"2159","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","10","4","100","1","LOSS"
"2160","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","4","100","1","LOSS"
"2179","Punjab","3","sme","small enterprise","small finance a/c.","others","working capital","monthly","2","4","100","1","LOSS"
"2180","Punjab","3","sme","small enterprise","small finance a/c.","others","working capital","monthly","2","2","100","1","LOSS"
"2181","Punjab","3","consumer","gold loan","small loans a/c.","individuals","working capital","monthly","2","1","100","1","LOSS"
"2182","Punjab","3","sme","small enterprise","cash finance a/c.","food & allied","working capital","monthly","6","4","100","1","LOSS"
"2183","Punjab","3","sme","small enterprise","cash finance a/c.","automobile & transp. equi.","working capital","monthly","6","6","100","1","LOSS"
"2184","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2185","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2186","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2187","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
